,drug,smile
231,CHEMBL105053,C[C@@H](Nc1[nH]cnc2nc(-c3ccccc3)cc1-2)c1ccccc1
232,CHEMBL105056,CN(CCO)CCc1ccc(-n2cc(-c3cccc(O)c3)c3c(N)ncnc32)cc1
233,CHEMBL105061,CCOC(=O)CCCn1cc(/C=C2\C(=O)Nc3ccc(S(N)(=O)=O)cc32)c2cc(OC)ccc21
234,CHEMBL105082,COc1cc2[nH]ccc2cc1C(=O)N1C[C@H](C)N(Cc2ccccc2)C[C@H]1C
235,CHEMBL105213,O=C(Nc1[nH]nc2cc(-c3cccc(F)c3F)ccc12)C1CC1
236,CHEMBL105216,Nc1ncnc2nc(-c3ccc(N4C[C@H](O)[C@H](O)C4)nc3)cc(-c3cccc(Br)c3)c12
237,CHEMBL105220,COc1cc2c(Nc3ccc(Sc4nccn4C)c(Br)c3)c(C#N)cnc2cc1OCCCN1CCOCC1
238,CHEMBL105255,CN(C)c1ccc(/C=C2\C(=O)Nc3ccc(C(=O)c4cccs4)cc32)cc1
239,CHEMBL105256,COc1ccccc1-c1cc(=O)cc(N2CCOCC2)o1
240,CHEMBL105288,Cc1cn(C/C=C\CNC(=O)Cc2ccc(Cl)cc2)c(=O)[nH]c1=O
241,CHEMBL105348,O=C(CBr)c1ccc(C(F)(F)F)cc1
242,CHEMBL105350,O=C(/C=C/c1ccc(O)cc1)CC(=O)/C=C/c1ccc(O)cc1
243,CHEMBL105421,COc1ccc2c(c1)c(CC1C(=O)Nc3ccc(S(N)(=O)=O)cc31)cn2C
244,CHEMBL105427,COc1ccc2c(c1)c(/C=C1\C(=O)Nc3ccc(S(=O)(=O)NCCC(N)=O)cc31)cn2C
245,CHEMBL105436,COc1cccc(-c2cn(-c3ccc(CCN(C)CCO)cc3)c3ncnc(N)c23)c1
246,CHEMBL105438,COc1ccc2c(c1)c(/C=C1\C(=O)Nc3ccc(S(N)(=O)=O)cc31)cn2CCCCC(=O)O
247,CHEMBL105442,O=C(NOCC1CC1)c1ccc(F)c(F)c1Nc1ccc(I)cc1Cl
248,CHEMBL105477,CN1CCOCCN(C)CCn2cc(c3ccccc32)C2=C(C(=O)NC2=O)c2cn(c3ccccc23)CC1
249,CHEMBL1055,NS(=O)(=O)c1cc(C2(O)NC(=O)c3ccccc32)ccc1Cl
250,CHEMBL105516,COc1cccc(-c2cn(-c3cccc(C(=O)Nc4ccc(P(=O)(O)O)c(P(=O)(O)O)c4)c3)c3ncnc(N)c23)c1
251,CHEMBL105521,O=c1cc(-c2ccc(F)cc2)oc(N2CCOCC2)c1
252,CHEMBL105576,O=P(O)(O)C(O)(CCCNc1nc(Nc2ccccc2)c2ncn(C3CCCC3)c2n1)P(=O)(O)O
253,CHEMBL105612,O=c1cc(-c2ccc(Cl)cc2)oc(N2CCOCC2)c1
254,CHEMBL105613,O=c1cc(-c2ccccc2)oc(N2CCOCC2)c1
255,CHEMBL105620,CN1CCOCCOCCN(C)CCn2cc(c3ccccc32)C2=C(C(=O)NC2=O)c2cn(c3ccccc23)CC1
256,CHEMBL105642,COc1cc2c(Nc3ccc(Sc4nccn4C)c(Cl)c3)c(C#N)cnc2cc1OCCCN1CC[S+]([O-])CC1
257,CHEMBL105678,O=c1cc(-c2ccc(-c3cccc4ccccc34)cc2)sc(N2CCOCC2)c1
258,CHEMBL105712,O=C(CCl)c1ccccc1
259,CHEMBL105740,COc1ccc2c(c1)c(/C=C1\C(=O)Nc3ccc(S(=O)(=O)NCC(C)C)cc31)cn2C
260,CHEMBL105802,O=C(c1cccc2[nH]ccc12)N1CCN(Cc2ccccc2)CC1
261,CHEMBL106,OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F
262,CHEMBL106060,O=C(Nc1[nH]nc2cc(-c3ccc(O)nc3)ccc12)C1CC1
263,CHEMBL106061,CN1CCOCCn2cc(c3ccccc32)C2=C(C(=O)NC2=O)c2cn(c3ccccc23)CCOCC1
264,CHEMBL106072,O=C(CBr)c1ccc([N+](=O)[O-])cc1
265,CHEMBL106095,COc1ccc2c(c1)c(/C=C1\C(=O)Nc3ccc(S(N)(=O)=O)cc31)cn2Cc1cccc(C(=O)O)c1
266,CHEMBL106112,O=C1NC(=O)c2c1c1c3ccc(Br)cc3[nH]c1c1c2c2cccc3c2n1CC(CO)C3
267,CHEMBL106118,C[C@H]1CN(C(=O)c2ccc3[nH]ccc3c2)[C@H](C)CN1Cc1ccccc1
268,CHEMBL106120,COc1cc2[nH]ccc2cc1C(=O)N1C[C@@H](C)N(Cc2ccccc2)C[C@@H]1C
269,CHEMBL1062,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C
270,CHEMBL106213,COc1cc2c(cc1NCCN(C)C)nc(Nc1c(C)cccc1Cl)c1cnc(C)n12
271,CHEMBL106226,COc1ccc2[nH]cc(/C=C3\C(=O)Nc4ccc(S(N)(=O)=O)cc43)c2c1
272,CHEMBL106232,CN1CCN(CCCCCNc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)CC1
273,CHEMBL106295,Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(NCCCN3CCOCC3)cc21
274,CHEMBL106304,Cc1cccc(C)c1Nc1nc2cccc(N)c2n2cncc12
275,CHEMBL106328,COc1cc2[nH]ccc2cc1C(=O)N1CCN(Cc2ccccc2)CC1
276,CHEMBL106378,COc1cccc2nc(Nc3c(C)cccc3Cl)c3cncn3c12
277,CHEMBL106379,CCN(CC)CCOc1ccc(Nc2ccc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)cc1
278,CHEMBL106384,CN1CCOCCn2cc(c3ccccc32)C2=C(C(=O)NC2=O)c2cn(c3ccccc23)CCN(C)CC1
279,CHEMBL106386,CCOC1CCN(c2ccc(-c3cc(-c4cccc(Br)c4)c4c(N)ncnc4n3)nn2)CC1
280,CHEMBL1064,CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21
281,CHEMBL106439,O=C1NC(=O)c2c1c1c3ccccc3[nH]c1c1c2c2cccc3c2n1CCC3CO
282,CHEMBL106442,Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3cccc(P(=O)(O)CP(=O)(O)O)c3)nc21
283,CHEMBL106457,COc1cc2c(cc1OCCN1CCOCC1)nc(Nc1c(C)cccc1Cl)c1cncn12
284,CHEMBL106482,CCNc1ccc2nc(Nc3c(C)cccc3Cl)c3cncn3c2c1
285,CHEMBL106489,COc1cc2c(Nc3ccc(Sc4ncc(C)n4C)c(Cl)c3)c(C#N)cnc2cc1OCCCN1CCOCC1
286,CHEMBL1065,CC[C@@H](CO)NC(=O)[C@@H]1C=C2c3cccc4c3c(cn4C)C[C@H]2N(C)C1
287,CHEMBL106543,COc1cccc(-c2cc(=O)cc(N3CCOCC3)o2)c1
288,CHEMBL106571,O=C1Nc2cnc(-c3cccnc3)cc2/C1=C/c1ccc[nH]1
289,CHEMBL106654,Cc1cccc(Cl)c1Nc1nc2ccc(NCCN3CCOCC3)cc2n2cncc12
290,CHEMBL106664,CC(C)[C@H](NC(=O)C[C@@H](CCC(=O)O)NC(=O)[C@@H](NC(=O)[C@@H](N)Cc1ccc(OP(=O)(O)O)cc1)C(=O)O)C(=O)O
291,CHEMBL106772,Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3ccc(N4CCOCC4)cc3)nc21
292,CHEMBL1068,NC(=O)N1c2ccccc2CC(=O)c2ccccc21
293,CHEMBL106822,Cc1cccc(Cl)c1Nc1nc2cc(N3CCNCC3)ccc2n2cncc12
294,CHEMBL106839,Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3ccncc3)cc21
295,CHEMBL106840,CC(=O)N[C@@H](Cc1ccc(OP(=O)(O)O)cc1)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](CC(=O)O)CC(=O)N[C@H](C(=O)O)C(C)C
296,CHEMBL1069,CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1)[C@H](C(=O)O)C(C)C
297,CHEMBL106944,O=C1Nc2ccc(C(=O)c3cccnc3)cc2/C1=C/c1ccc[nH]1
298,CHEMBL106953,Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(NCCCn3ccnc3)cc21
299,CHEMBL106961,O=C1Nc2ccc(C(=O)c3cccs3)cc2/C1=C/C(=O)c1ccc[nH]1
300,CHEMBL106966,COc1cc2ncnc(N3CCN(C(=O)Nc4ccc(C#N)cc4)CC3)c2cc1OC
301,CHEMBL106992,Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3ccc(N4CCOCC4)cc3)cc21
302,CHEMBL107,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](NC(C)=O)CC2
303,CHEMBL1070,COc1ccc2cc(CCC(C)=O)ccc2c1
304,CHEMBL107048,CCN1CCN(c2ccc3nc(Nc4c(C)cccc4Cl)c4cncn4c3c2)CC1
305,CHEMBL107061,COc1ccc2c(c1)c(/C=C1\C(=O)Nc3ccc(S(N)(=O)=O)cc31)cn2CCCO
306,CHEMBL107071,CNc1cc2c(cn1)cc(-c1c(Cl)cccc1Cl)c(=O)n2C
307,CHEMBL1071,O=C(O)CCc1nc(-c2ccccc2)c(-c2ccccc2)o1
308,CHEMBL107166,O=C1Nc2ccc(C(O)c3cccs3)cc2/C1=C/c1ccc[nH]1
309,CHEMBL107177,CCN(CC)CCNc1ncc2cc(-c3c(Cl)cccc3Cl)c(=O)n(C)c2n1
310,CHEMBL107183,Cc1cccc(Cl)c1Nc1nc2cccc(OCc3ccccc3)c2n2cncc12
311,CHEMBL107225,O=C1Nc2ccc(C(=O)O)cc2/C1=C/c1ccc[nH]1
312,CHEMBL107247,CCN(CC)CCCNc1ccc2cc(-c3c(Cl)cccc3Cl)c(=O)n(C)c2n1
313,CHEMBL107273,O=C1Nc2ccc(C(=O)c3cccs3)cc2/C1=C/c1ccc(F)cc1
314,CHEMBL107277,CCN(CC)CCOc1ccc(Nc2cc3c(cn2)cc(-c2c(Cl)cccc2Cl)c(=O)n3C)cc1
315,CHEMBL1073,Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc2)cn1
316,CHEMBL107372,Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2ccc(N)nc21
317,CHEMBL107418,CCN(CC)CCNc1cc2c(cn1)cc(-c1c(Cl)cccc1Cl)c(=O)n2C
318,CHEMBL107423,CCN(CC)CCCCCNc1cc2c(cn1)cc(-c1c(Cl)cccc1Cl)c(=O)n2C
319,CHEMBL107458,CCN(CC)CCCOc1ccc(Nc2cc3c(cn2)cc(-c2c(Cl)cccc2Cl)c(=O)n3C)cc1
320,CHEMBL107472,CNc1ncc2cc(-c3c(Cl)cccc3Cl)c(=O)n(C)c2n1
321,CHEMBL107530,Nc1nc(Nc2cccc(Br)c2)nc(OCC2CCCCC2)c1N=O
322,CHEMBL1075628,Cc1ccc(NC(=O)c2cc(CN3CCN(C)CC3)n(C(C)(C)C)n2)cc1Nc1nc2ccccc2n1-c1cc(N)ncn1
323,CHEMBL1075666,COc1cc(OC)c(C(F)(F)F)cc1NC(=O)Nc1cccc(-c2cn3ccnc3c(NCc3ccncc3)n2)c1
324,CHEMBL1075667,CCOc1cc(OCC)c(C(F)(F)F)cc1NC(=O)Nc1cccc(-c2cn3ccnc3c(NCc3ccncc3)n2)c1
325,CHEMBL107599,COc1cc2c(N3CCN(C(=O)Nc4ccc(OC(C)C)cc4)CC3)ncnc2cc1OCCCN1CCCCC1C
326,CHEMBL1076138,O=C(Nc1cccc(-c2cn3ccnc3c(NCc3ccncc3)n2)c1)Nc1cc(Cl)ccc1Oc1ccccc1
327,CHEMBL1076193,Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nc5ccccc5n4-c4cc(N)ncn4)c3)cc(C(F)(F)F)c2)cn1
328,CHEMBL1076194,Cc1cccc(NC(=O)c2ccc(C)c(Nc3nc4ccccc4n3-c3cc(NCCCCN(C)C)ncn3)c2)c1
329,CHEMBL1076195,CCN(CC)CCCCNc1cc(-n2c(Nc3cc(C(=O)Nc4cccc(C)c4)ccc3C)nc3ccccc32)ncn1
330,CHEMBL1076196,Cc1cccc(NC(=O)c2ccc(C)c(Nc3nc4ccccc4n3-c3cc(NCCN4CCN(C)CC4)ncn3)c2)c1
331,CHEMBL1076197,Cc1cccc(NC(=O)c2ccc(C)c(Nc3nc4ccccc4n3-c3cc(NCCCN4CCN(C)CC4)ncn3)c2)c1
332,CHEMBL1076198,Cc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2)cc1Nc1nc2ccccc2n1-c1cc(NCCCCN(C)C)ncn1
333,CHEMBL1076199,CCN(CC)CCCCNc1cc(-n2c(Nc3cc(C(=O)Nc4cccc(C(F)(F)F)c4)ccc3C)nc3ccccc32)ncn1
334,CHEMBL1076200,Cc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2)cc1Nc1nc2ccccc2n1-c1cc(NCCN2CCN(C)CC2)ncn1
335,CHEMBL1076201,Cc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2)cc1Nc1nc2ccccc2n1-c1cc(NCCCN2CCN(C)CC2)ncn1
336,CHEMBL1076202,Cc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2)cc1Nc1nc2ccccc2n1-c1cc(NCCC#N)ncn1
337,CHEMBL1076203,Cc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2)cc1Nc1nc2ccccc2n1-c1ncnc(NCCCN2CCN(C)CC2)n1
338,CHEMBL1076204,CN1CCN(c2ccc(-c3cnn4c(-c5cc(NC(=O)c6cccc(C(F)(F)F)c6)ccc5F)ccnc34)cn2)CC1
339,CHEMBL1076206,CC(=O)N1C[C@@H]2C[C@H]1CN2c1ccc(-c2ccnc3c(-c4ccc(F)c(O)c4)c(-c4ccncc4)nn23)cc1
340,CHEMBL1076211,Cc1ccc(C(=O)C(C)CN2CCCCC2)cc1
341,CHEMBL1076221,O=c1[nH]c2cnc(-n3cnc4ccccc43)nc2n1C1CCOc2ccc(Cl)cc21
342,CHEMBL1076233,COc1cc(-c2c(-c3ccncc3)nn3c(-c4ccc(N5C[C@@H]6C[C@H]5CN6C)cc4C)ccnc23)ccc1F
343,CHEMBL1076241,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1.Cc1ccc(S(=O)(=O)O)cc1
344,CHEMBL1076257,Nc1nc(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1F
345,CHEMBL107627,CN(C)C(=O)N1CCN(C(=O)[C@@H](Cc2cccc(C(=N)N)c2)NS(=O)(=O)c2ccc3ccccc3c2)CC1
346,CHEMBL1076272,COc1cccc(Oc2cc(N3CCC(Oc4ncc(F)c(N)n4)CC3)ncn2)c1
347,CHEMBL1076274,Nc1nc(=O)n([C@H]2CC[C@H](NC(=O)c3cccc(-c4cccc(Cl)c4)c3)C2)cc1F
348,CHEMBL1076298,COc1ccc2c(c1)CC(c1nc3ccc(-c4cn[nH]c4)cc3s1)CO2
349,CHEMBL1076330,Cn1cnc(-c2ccccc2)c1-c1nc2c(N)ncnc2s1
350,CHEMBL1076432,Cc1ccc(NC(=O)c2cc(OC3CCN(C)CC3)cc(C(F)(F)F)c2)cc1Nc1nc2ccccc2n1-c1cc(N)ncn1
351,CHEMBL1076433,CCN1CCN(Cc2ccc(C(=O)Nc3ccc(C)c(Nc4nc5ccccc5n4-c4cc(N)ncn4)c3)cc2Cl)CC1
352,CHEMBL1076436,Cc1ccc(NC(=O)c2cc(N3CCN(C)CC3)cc(C(F)(F)F)c2)cc1Nc1nc2ccccc2n1-c1cc(N)ncn1
353,CHEMBL1076437,CCN1CCN(c2cc(C(=O)Nc3ccc(C)c(Nc4nc5ccccc5n4-c4cc(N)ncn4)c3)cc(C(F)(F)F)c2)CC1
354,CHEMBL1076439,COCCOCC(=O)Nc1ccc(-c2cnn3c(-c4cccc(NC(=O)c5cccc(C(F)(F)F)c5)c4)ccnc23)cc1
355,CHEMBL1076440,CN(C)CC(=O)Nc1ccc(-c2cnn3c(-c4cccc(NC(=O)c5cccc(C(F)(F)F)c5)c4)ccnc23)cc1
356,CHEMBL1076441,CN(C)CC(=O)Nc1cccc(-c2cnn3c(-c4cccc(NC(=O)c5cccc(C(F)(F)F)c5)c4)ccnc23)c1
357,CHEMBL1076465,Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1Nc1nc2ccccc2n1-c1cc(NCCCN)ncn1
358,CHEMBL1076466,Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1Nc1nc2ccccc2n1-c1cc(NCCCCN)ncn1
359,CHEMBL1076468,CCN(CC)CCNc1cc(-n2c(Nc3cc(NC(=O)c4cccc(C(F)(F)F)c4)ccc3C)nc3ccccc32)ncn1
360,CHEMBL1076469,Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1Nc1nc2ccccc2n1-c1cc(NCCCCN(C)C)ncn1
361,CHEMBL1076470,CCN(CC)CCCCNc1cc(-n2c(Nc3cc(NC(=O)c4cccc(C(F)(F)F)c4)ccc3C)nc3ccccc32)ncn1
362,CHEMBL1076471,Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1Nc1nc2ccccc2n1-c1cc(NCCCC2COCCN2)ncn1
363,CHEMBL1076472,Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1Nc1nc2ccccc2n1-c1cc(NCCC2CCCN2)ncn1
364,CHEMBL1076473,Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1Nc1nc2ccccc2n1-c1cc(N[C@H]2CC[C@H](N)CC2)ncn1
365,CHEMBL1076474,Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1Nc1nc2ccccc2n1-c1cc(NC2CCN(C)CC2)ncn1
366,CHEMBL1076475,Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1Nc1nc2ccccc2n1-c1cc(NCCc2ccccn2)ncn1
367,CHEMBL1076476,Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1Nc1nc2ccccc2n1-c1cc(N2CCOCC2)ncn1
368,CHEMBL1076477,Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1Nc1nc2ccccc2n1-c1cc(NCCN2CCN(C)CC2)ncn1
369,CHEMBL1076478,Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1Nc1nc2ccccc2n1-c1cc(NCCCN2CCN(C)CC2)ncn1
370,CHEMBL1076480,COCCNc1cc(-n2c(Nc3cc(NC(=O)c4cccc(C(F)(F)F)c4)ccc3C)nc3ccccc32)ncn1
371,CHEMBL1076482,CN1CCN(Cc2ccc(-c3cnn4c(-c5cccc(NC(=O)c6cccc(C(F)(F)F)c6)c5)ccnc34)cc2)CC1
372,CHEMBL1076497,CN1CCN(c2ccc(-c3cnn4c(-c5cccc(NC(=O)c6cccc(C(F)(F)F)c6)c5)ccnc34)cn2)CC1
373,CHEMBL107653,O=C1NC(=O)c2c1c1c3ccc(CO)cc3[nH]c1c1c2c2cccc3c2n1CCC3
374,CHEMBL1076533,Cc1ccc(C(=O)Nc2ccccc2)cc1Nc1nc2ccccc2n1-c1cc(N)ncn1
375,CHEMBL1076541,CCN1CCN(Cc2cc(-c3cnn4c(-c5cccc(NC(=O)c6cccc(C(F)(F)F)c6)c5)ccnc34)co2)CC1
376,CHEMBL1076553,Cc1n[nH]c2ccc(-c3nnc(NC[C@@H](N)Cc4cccc(F)c4)s3)cc12
377,CHEMBL1076555,Oc1ccc(Nc2nc(-c3ccc(Cl)cc3)cs2)cc1
378,CHEMBL1076560,Cc1nnc(Nc2cc(C(=O)NC3CC3)ccc2Cl)c2cnn(-c3ccc(F)cc3)c12
379,CHEMBL1076565,N[C@H](CNc1nnc(-c2ccc3[nH]ncc3c2)s1)Cc1cccc(C(F)(F)F)c1
380,CHEMBL1076581,N[C@H](CNc1nnc(-c2ccc3[nH]ncc3c2)s1)Cc1ccc(Cl)cc1Cl
381,CHEMBL1076700,Cc1cc(Nc2nc3cccc(-c4cc(F)c(CN5CCOCC5)c(F)c4)c3o2)ccc1C(=O)NCCCN(C)C
382,CHEMBL1076735,Cn1cc(-c2cnc(N)c(OCc3c(Cl)cccc3Cl)n2)cn1
383,CHEMBL1076741,O=C(NC1CC1)c1ccc(Cl)c(Nc2nncc3c2cnn3-c2ccccc2Cl)c1
384,CHEMBL107676,CCN(CC)CCCCNc1cc2c(cn1)cc(-c1c(Cl)cccc1Cl)c(=O)n2C
385,CHEMBL1076864,CCN1CCN(c2ccc(NC(=O)Nc3ccc(-c4nc(N5C6CCC5COC6)nc(N5CCOC[C@H]5C)n4)cc3)cc2)CC1
386,CHEMBL1077,Nc1c(CC(=O)O)cccc1C(=O)c1ccc(Br)cc1
387,CHEMBL1077023,CS(=O)(=O)N1CCN(Cc2cc3nc(-c4ccncc4)nc(N4CCOCC4)c3s2)CC1
388,CHEMBL1077068,CC1=C(C(=O)Nc2cccc([N+](=O)[O-])c2)C(c2ccc(O)cc2O)NC(Nc2ccc(S(=O)(=O)Nc3ncccn3)cc2)=N1
389,CHEMBL1077069,CC1=C(C(=O)Nc2cccc([N+](=O)[O-])c2)C(c2ccc(O)cc2O)NC(Nc2ccc(S(=O)(=O)Nc3nc(C)cc(C)n3)cc2)=N1
390,CHEMBL1077070,CC1=C(C(=O)Nc2cccc([N+](=O)[O-])c2)C(c2ccc(O)cc2O)NC(Nc2ccc(S(=O)(=O)Nc3cc(C)on3)cc2)=N1
391,CHEMBL1077085,CC1=C(C(=O)Nc2cccc([N+](=O)[O-])c2)C(c2ccc(O)cc2O)NC(NN2C(=O)/C(=C\c3cccs3)SC2=S)=N1
392,CHEMBL1077086,CC1=C(C(=O)Nc2cccc([N+](=O)[O-])c2)C(c2ccc(O)cc2O)NC(NN2C(=O)/C(=C\c3ccccc3)SC2=S)=N1
393,CHEMBL1077095,CC1=C(C(=O)Nc2cccc([N+](=O)[O-])c2)C(c2ccc(O)cc2O)NC(NN)=N1
394,CHEMBL1077107,CC1=C(C(=O)Nc2cccc([N+](=O)[O-])c2)C(c2ccc(O)cc2O)NC(NN2C(=O)/C(=C\c3ccco3)SC2=S)=N1
395,CHEMBL1077213,CCCC(=O)Nc1n[nH]c2cc(Cl)c(-c3ccc(CC)cc3)cc12
396,CHEMBL1077218,CCCC(=O)Nc1n[nH]c2cc(Cl)c(-c3ccoc3)cc12
397,CHEMBL1077233,CCCC(=O)Nc1n[nH]c2cc(Cl)c(-c3ccncc3)cc12
398,CHEMBL1077243,CCCC(=O)Nc1n[nH]c2cc(-c3ccc(O)cc3)c(-c3ccoc3)cc12
399,CHEMBL1077244,CCCC(=O)Nc1n[nH]c2cc(-c3ccc(Oc4ccccc4)cc3)c(-c3ccc(Oc4ccccc4)cc3)cc12
400,CHEMBL1077258,CCCC(=O)Nc1n[nH]c2cc(-c3ccc(SC)cc3)ccc12
401,CHEMBL1077260,CCCC(=O)Nc1n[nH]c2cc(Cc3ccccc3)ccc12
402,CHEMBL1077270,CCCC(=O)Nc1n[nH]c2cc(-c3ccc(CC)cc3)ccc12
403,CHEMBL1077282,CCCC(=O)Nc1n[nH]c2cc(-c3ccc(C(F)(F)F)cc3)ccc12
404,CHEMBL1077286,O=C1Nc2ccc(F)cc2/C1=C1/Nc2ccccc2C1=O
405,CHEMBL1077291,O=C1Nc2ccc(F)cc2/C1=C1/Nc2ccccc2/C1=N\O
406,CHEMBL1077317,Cc1cn(-c2cc(NC(=O)c3ccc(C)c(/C=C/N4CNc5c(NC6CC6)ncnc54)c3)cc(C(F)(F)F)c2)cn1
407,CHEMBL1077324,Cc1cc(N2CCC(NC(=O)OC(C)(C)C)CC2)cc2[nH]c(-c3c(NC[C@@H](O)c4cccc(Cl)c4)cc[nH]c3=O)nc12
408,CHEMBL1077325,Cc1cc(N2CC[C@H](NC(=O)OC(C)(C)C)C2)cc2[nH]c(-c3c(NC[C@@H](O)c4cccc(Cl)c4)cc[nH]c3=O)nc12
409,CHEMBL1077339,Cc1cc(N2CCC(N3C[C@@H]4C[C@H]3CO4)CC2)cc2[nH]c(-c3c(NC[C@@H](O)c4cccc(Cl)c4)cc[nH]c3=O)nc12
410,CHEMBL1077347,N#Cc1c(N)cc2[nH]nc(N)c2c1-c1ccccc1
411,CHEMBL1077369,N=C(N)NCCC[C@@H](NC(=O)[C@@H](CCCNC(=N)N)NC(=O)CCCCCNC(=O)[C@@H](CCCCN)NC(=O)CCCCCNC(=O)c1ccc(-c2ccnc(N)n2)s1)C(N)=O
412,CHEMBL1077370,N=C(N)NCCC[C@@H](NC(=O)[C@@H](CCCNC(=N)N)NC(=O)CCCCCNC(=O)[C@@H](CCCCN)NC(=O)CCCCCNC(=O)c1cccc(-c2ccncc2)c1)C(N)=O
413,CHEMBL1077371,N=C(N)NCCC[C@@H](NC(=O)[C@@H](CCCNC(=N)N)NC(=O)CCCCCNC(=O)[C@@H](CCCCN)NC(=O)CCCCCNC(=O)c1cccc(-c2ccnc(N)n2)c1)C(N)=O
414,CHEMBL1077372,N=C(N)NCCC[C@@H](NC(=O)[C@@H](CCCNC(=N)N)NC(=O)CCCCCNC(=O)[C@@H](CCCCN)NC(=O)CCCCCNC(=O)c1cn(-c2ncnc3[nH]cnc23)nn1)C(N)=O
415,CHEMBL1077375,N=C(N)NCCC[C@@H](NC(=O)[C@@H](CCCNC(=N)N)NC(=O)[C@@H](CCCNC(=N)N)NC(=O)[C@@H](CCCNC(=N)N)NC(=O)[C@@H](CCCNC(=N)N)NC(=O)[C@@H](CCCNC(=N)N)NC(=O)CCCCCNC(=O)[C@@H](CCCCN)NC(=O)CCCCCNC(=O)c1ccc(-c2ccnc(N)n2)s1)C(N)=O
416,CHEMBL1077376,N=C(N)NCCC[C@@H](NC(=O)CCCCCNC(=O)[C@@H](CCCCN)NC(=O)CCCCCNC(=O)c1ccc(-c2ccnc(N)n2)s1)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(N)=O
417,CHEMBL1077396,C=Cc1c(OCc2ccccc2)ccn(Cc2ccccc2)c1=O
418,CHEMBL1077406,Cc1cc(OCc2ccc(F)cc2F)c(Br)c(=O)n1Cc1ccccc1C(N)=O
419,CHEMBL1077414,Cc1cc(OCc2ccc(F)cc2F)c(Br)c(=O)n1Cc1cccc(C(N)=O)c1
420,CHEMBL1077431,Cc1cc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc(C)c1O
421,CHEMBL1077458,CC(=O)Nc1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1
422,CHEMBL1077512,N#Cc1ccccc1NC(=O)c1cnn2ccccc12
423,CHEMBL1077571,CN(C)c1ccn2ncc(C(=O)Nc3ccccc3Cl)c2c1
424,CHEMBL1077575,N#CCC(=O)Nc1cccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)c1
425,CHEMBL1077597,CC(=O)NCCCCCC(=O)N[C@H](CCCCN)C(=O)NCCCCCC(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](CCCNC(=N)N)C(N)=O
